Optimal Tours for MLIP solved instances of size: 20

Path for instance 0
 LocId | Prize |  Arrival  |   Leave   |     Location
   5   |   1   |   810     |   825     |     605/51 Mort Street, Braddon
  12   |   1   |   840     |   855     |     145/77 Northbourne Avenue, Turner - The Avenue
  10   |   1   |   915     |   930     |     705/74 Northbourne Avenue, Braddon
   6   |   1   |   990     |  1005     |     5/17 Macleay Street, Turner, ACT

Path for instance 4
 LocId | Prize |  Arrival  |   Leave   |     Location
   3   |   1   |   555     |   570     |     79 Theodore Street, Curtin
  13   |   1   |   575     |   590     |     36/179 Melrose Drive, Lyons
  16   |   1   |   600     |   615     |     40/3 Waddell Place, Curtin
  20   |   1   |616.24     |631.24     |     4 Reynolds Street, Curtin
  11   |   1   |635.27     |650.27     |     7 Irving Street, Phillip
   4   |   1   |   660     |   675     |     23/6 Marrawah Street, Lyons
   5   |   1   |676.54     |691.54     |     35 James Place, Curtin
   6   |   1   |693.21     |708.21     |     11 Argyle Place, Curtin
  15   |   1   |727.03     |742.03     |     30/1 Mcculloch Street, Curtin
  14   |   1   |746.11     |761.11     |     58/179 Melrose Drive, Lyons
  17   |   1   |   765     |   780     |     28b Gillies Street, Curtin
  12   |   1   |   795     |   810     |     130 Carruthers Street, Curtin
  19   |   1   |   825     |   840     |     38/5 Burnie Street, Lyons
   7   |   1   | 843.4     | 858.4     |     2/83 Carruthers Street, Curtin
  18   |   1   |866.08     |881.08     |     3a Olympus Way, Lyons
   9   |   1   |   885     |   900     |     23 Mccormack Street, Curtin
   8   |   1   |   915     |   930     |     36 Macalister Crescent, Curtin

Path for instance 5
 LocId | Prize |  Arrival  |   Leave   |     Location
   7   |   1   |   600     |   615     |     74 Jansz Crescent, Griffith
  15   |   1   |616.83     |631.83     |     11 Dalrymple Street, Narrabundah
   1   |   1   |634.33     |649.33     |     18 Austin Street, Griffith
   4   |   1   |651.31     |666.31     |     34 Walker Crescent, Griffith
   2   |   1   |668.36     |683.36     |     7 Bannister Gardens, Griffith
  13   |   1   |   690     |   705     |     6 Lockyer Street, Griffith
   3   |   1   |   725     |   740     |     32 Barrallier Street, Griffith
   9   |   1   |763.19     |778.19     |     42a Bougainville Street, Forrest
  10   |   1   |   780     |   795     |     22/8 Giles Street, Griffith
  11   |   1   |   795     |   810     |     26/8 Giles Street, Griffith
   8   |   1   |   825     |   840     |     15/5 Empire Circuit, Forrest
  14   |   1   |   870     |   885     |     98 Walker Crescent, Narrabundah
   6   |   1   |   930     |   945     |     66 Franklin Street, Forrest

Path for instance 6
 LocId | Prize |  Arrival  |   Leave   |     Location
  15   |   1   |   555     |   570     |     2 Littler Place, Banks
  13   |   1   |   585     |   600     |     40 Forsythe Street, Banks
   6   |   1   |603.22     |618.22     |     34 Chipperfield Circuit, Gordon
  10   |   1   |   630     |   645     |     13 Fingleton Crescent, Gordon
  14   |   1   |649.12     |664.12     |     12 Curlew Place, Conder
  18   |   1   | 668.2     | 683.2     |     13 Noel Ryan Gardens, Gordon
  20   |   1   | 688.5     | 703.5     |     9 Abercrombie Circuit, Banks
  19   |   1   |   705     |   720     |     7 Tregellas Crescent, Banks
   4   |   1   |   780     |   795     |     2/9 Ferry Place, Gordon
  17   |   1   |   825     |   840     |     39 Mentone View, Conder
  12   |   1   |841.36     |856.36     |     36 Loureiro Street, Conder
  16   |   1   |873.14     |888.14     |     10 Beaufort Retreat, Gordon
   9   |   1   |   895     |   910     |     4 Betty Maloney Crescent, Banks
   7   |   1   |   915     |   930     |     1/22 Sid Barnes Crescent, Gordon
   5   |   1   |   945     |   960     |     16 Mcvilly Close, Gordon

Path for instance 7
 LocId | Prize |  Arrival  |   Leave   |     Location
   5   |   1   |   540     |   555     |     22a Hawdon Street, Ainslie
  17   |   1   |   585     |   600     |     11/271 Antill Street, Watson
  18   |   1   |   615     |   630     |     80 Ebden Street, Ainslie
   1   |   1   |632.59     |647.59     |     146 Majura Avenue, Ainslie
  19   |   1   |650.32     |665.32     |     21a Cowper Street, Ainslie
   7   |   1   |667.31     |682.31     |     10/15-17 Majura Avenue, Dickson
  12   |   1   |687.44     |702.44     |     26 Hoddle Gardens, Ainslie
  15   |   1   |   705     |   720     |     242 Duffy Street, Ainslie
  11   |   1   |724.56     |739.56     |     45 Stockdale Street, Dickson
   2   |   1   |   750     |   765     |     171 Majura Avenue, Dickson
  13   |   1   |   810     |   825     |     46a Stockdale Street, Dickson
   3   |   1   |   840     |   855     |     196 Majura Avenue, Ainslie
  14   |   1   |   870     |   885     |     2 Hope Street, Dickson
   8   |   1   |898.25     |913.25     |     4a Rutherford Crescent, Ainslie
  16   |   1   |   915     |   930     |     103 Duffy Street, Ainslie

Path for instance 8
 LocId | Prize |  Arrival  |   Leave   |     Location
   1   |   1   |   540     |   555     |     22a Hawdon Street, Ainslie
  20   |   1   |   585     |   600     |     11/271 Antill Street, Watson
   7   |   1   |   615     |   630     |     80 Ebden Street, Ainslie
   5   |   1   |632.59     |647.59     |     146 Majura Avenue, Ainslie
  19   |   1   |650.32     |665.32     |     21a Cowper Street, Ainslie
  12   |   1   | 669.2     | 684.2     |     10/15-17 Majura Avenue, Dickson
   3   |   1   |687.44     |702.44     |     26 Hoddle Gardens, Ainslie
  10   |   1   |   705     |   720     |     242 Duffy Street, Ainslie
  15   |   1   |724.56     |739.56     |     45 Stockdale Street, Dickson
   8   |   1   |   750     |   765     |     54 Hannan Crescent, Ainslie
  16   |   1   |   810     |   825     |     46a Stockdale Street, Dickson
   9   |   1   |   840     |   855     |     196 Majura Avenue, Ainslie
  17   |   1   |878.65     |893.65     |     2 Hope Street, Dickson
   4   |   1   | 896.8     | 911.8     |     4a Rutherford Crescent, Ainslie
  18   |   1   |   915     |   930     |     6b Cox Street, Ainslie

Path for instance 9
 LocId | Prize |  Arrival  |   Leave   |     Location
  17   |   1   |   510     |   525     |     34 Kurrama Close, Ngunnawal
   4   |   1   |   540     |   555     |     1/217 Kosciuszko Avenue, Palmerston
  18   |   1   |558.74     |573.74     |     78 Amagula Avenue, Ngunnawal
  12   |   1   | 579.4     | 594.4     |     43 Keewong Street, Crace
  19   |   1   |   600     |   615     |     2/3 Bural Court, Ngunnawal
  15   |   1   |   630     |   645     |     3 Taggerty Street, Ngunnawal
  14   |   1   |   675     |   690     |     110/100 Gungahlin Place, Gungahlin
  20   |   1   |691.15     |706.15     |     67/10 Hinder Street, Gungahlin
  11   |   1   |   715     |   730     |     2 Noble Close, Ngunnawal
   1   |   1   |   735     |   750     |     13/19 Elvire Place, Palmerston
  13   |   1   |757.45     |772.45     |     69 Oodgeroo Avenue, Franklin
   8   |   1   |779.62     |794.62     |     68 Langtree Crescent, Crace
   7   |   1   |   795     |   810     |     43 Langtree Crescent, Crace
   9   |   1   |   840     |   855     |     27/80 Gozzard Street, Gungahlin
   5   |   1   |   960     |   975     |     3 Painter Place, Palmerston

Path for instance 10
 LocId | Prize |  Arrival  |   Leave   |     Location
  11   |   1   |   570     |   585     |     4/4 Verdon Street, O'Connor
   7   |   1   |   600     |   615     |     2 Berrigan Crescent, O'Connor
  19   |   1   |615.96     |630.96     |     40/58 Wattle Street, Lyneham
  12   |   1   |632.73     |647.73     |     4 Wedge Crescent, Turner, ACT
  18   |   1   |   660     |   675     |     37c/58 Wattle Street, Lyneham
   6   |   1   |675.91     |690.91     |     2/27 Berrigan Crescent, O'Connor
  16   |   1   |701.56     |716.56     |     25 Quandong Street, O'Connor
   9   |   1   |716.78     |731.78     |     17 Quandong Street, O'Connor
  10   |   1   |   735     |   750     |     7/27 Berrigan Crescent, O'Connor
   3   |   1   |   780     |   795     |     35 Coolibah Crescent, O'Connor
  15   |   1   |   810     |   825     |     5/15 Berrigan Crescent, O'Connor
   1   |   1   |   840     |   855     |     8 Lilley Street, O'Connor
   5   |   1   |   870     |   885     |     407/241 Northbourne Avenue, Lyneham
  14   |   1   |   920     |   935     |     10/15 Berrigan Crescent, O'Connor

Path for instance 11
 LocId | Prize |  Arrival  |   Leave   |     Location
  18   |   1   |   580     |   595     |     85 Mary Gillespie Avenue, Gungahlin
  10   |   1   | 595.9     | 610.9     |     303 Anthony Rolfe Avenue, Gungahlin
  12   |   1   |613.83     |628.83     |     3/17 Tea Gardens, Gungahlin
   1   |   1   |630.58     |645.58     |     33/6 Gungahlin Place, Gungahlin
  11   |   1   |647.51     |662.51     |     77 Gozzard Street, Gungahlin - Mezzo
  20   |   1   |669.84     |684.84     |     90/36 Paul Coe Crescent, Ngunnawal
   7   |   1   |688.85     |703.85     |     110/100 Gungahlin Place, Gungahlin
   3   |   1   |   705     |   720     |     67/10 Hinder Street, Gungahlin
   9   |   1   |721.65     |736.65     |     301 Anthony Rolfe Avenue, Gungahlin
  14   |   1   |747.95     |762.95     |     34 Winarlia Lane, Gungahlin
   2   |   1   |   765     |   780     |     7 Braggett Street, Gungahlin
  16   |   1   |   795     |   810     |     5 Mcclung Street, Gungahlin
  17   |   1   |   840     |   855     |     23/80 Gozzard Street, Gungahlin
   5   |   1   |   885     |   900     |     22 Helen Turner Street, Gungahlin
  19   |   1   |  1020     |  1035     |     3/6 Kudyera Place, Ngunnawal

Path for instance 12
 LocId | Prize |  Arrival  |   Leave   |     Location
   2   |   1   |   525     |   540     |     4/2 Mundawari Circuit, Ngunnawal
   8   |   1   |   600     |   615     |     6 Tarling Street, Casey
  13   |   1   |   630     |   645     |     1/2 Aroona Court, Ngunnawal
  10   |   1   |646.54     |661.54     |     19 Giliruk Crescent, Ngunnawal
   6   |   1   |664.88     |679.88     |     31/15 Andersch Street, Casey, ACT
   3   |   1   |681.35     |696.35     |     13 Bott Crescent, Casey
  11   |   1   | 698.5     | 713.5     |     15 Mcgovern Street, Casey
  12   |   1   |714.58     |729.58     |     17 Kowalski Street, Casey
  18   |   1   |732.73     |747.73     |     44/16 David Miller Crescent, Casey
   7   |   1   |   750     |   765     |     1 Akma Place, Ngunnawal
  19   |   1   |   775     |   790     |     166 Plimsoll Drive, Casey
   4   |   1   |   795     |   810     |     58 Bargang Crescent, Ngunnawal
  15   |   1   |812.18     |827.18     |     41/16 David Miller Crescent, Casey
  14   |   1   |   835     |   850     |     3 Ronald Walker Street, Casey
   5   |   1   |851.45     |866.45     |     14 Rattigan Street, Casey
  17   |   1   |   870     |   885     |     36 Critchley Street, Casey

Path for instance 13
 LocId | Prize |  Arrival  |   Leave   |     Location
  12   |   1   |   510     |   525     |     79 Ballarat Street, Fisher
  17   |   1   |   540     |   555     |     12 Rossarden Street, Fisher
   6   |   1   |   570     |   585     |     53 Salsola Street, Rivett
   9   |   1   |   600     |   615     |     1 Bangalay Crescent, Rivett
  20   |   1   |   630     |   645     |     14 Rosebery Street, Fisher
   2   |   1   |653.92     |668.92     |     9 Gavin Place, Chapman
   1   |   1   | 670.3     | 685.3     |     108 Perry Drive, Chapman
   8   |   1   |688.28     |703.28     |     3 Hamersley Place, Fisher
  16   |   1   |   705     |   720     |     18/177 Badimara Street, Fisher
  11   |   1   |730.46     |745.46     |     89 Fremantle Drive, Stirling
   3   |   1   |   750     |   765     |     8 Craydon Place, Chapman
  18   |   1   |770.69     |785.69     |     30 Tullaroop Street, Duffy
  13   |   1   |788.62     |803.62     |     10 Epacris Place, Rivett
  14   |   1   | 816.8     | 831.8     |     2 Jemalong Street, Duffy
   4   |   1   |837.02     |852.02     |     20 Perry Drive, Chapman
  19   |   1   |   855     |   870     |     11/16 Damala Street, Waramanga

Path for instance 14
 LocId | Prize |  Arrival  |   Leave   |     Location
  12   |   1   |   555     |   570     |     2 Littler Place, Banks
  11   |   1   |   585     |   600     |     40 Forsythe Street, Banks
  10   |   1   |606.46     |621.46     |     84 Lewis Luxton Avenue, Gordon
   9   |   1   |626.53     |641.53     |     13 Wilson Crescent, Banks
  14   |   1   |645.87     |660.87     |     12 Curlew Place, Conder
   3   |   1   |664.93     |679.93     |     15 Slavin Place, Gordon
  19   |   1   |684.74     |699.74     |     13 Noel Ryan Gardens, Gordon
   1   |   1   |   705     |   720     |     7/7 Justice Place, Gordon
   4   |   1   |   780     |   795     |     2/9 Ferry Place, Gordon
  18   |   1   |   825     |   840     |     39 Mentone View, Conder
  13   |   1   |841.36     |856.36     |     36 Loureiro Street, Conder
  20   |   1   |873.14     |888.14     |     10 Beaufort Retreat, Gordon
   7   |   1   |   895     |   910     |     4 Betty Maloney Crescent, Banks
   8   |   1   |   915     |   930     |     1/22 Sid Barnes Crescent, Gordon
   5   |   1   |   945     |   960     |     16 Mcvilly Close, Gordon

Path for instance 15
 LocId | Prize |  Arrival  |   Leave   |     Location
  17   |   1   |   570     |   585     |     119b Gouger Street, Torrens
  19   |   1   |   600     |   615     |     1 Lobb Place, Wanniassa
  11   |   1   |625.45     |640.45     |     4 Crane Place, Farrer
   8   |   1   |   645     |   660     |     38/4 Wilkins Street, Mawson
   2   |   1   |662.73     |677.73     |     30 Pridham Street, Farrer
   7   |   1   | 680.5     | 695.5     |     56a Longerenong Street, Farrer
  10   |   1   |699.83     |714.83     |     60 Pethebridge Street, Pearce
   1   |   1   |718.55     |733.55     |     54 Pridham Street, Farrer
   6   |   1   |745.82     |760.82     |     54 Longerenong Street, Farrer
   9   |   1   |   765     |   780     |     30 Parsons Street, Torrens
   4   |   1   |   795     |   810     |     1 Stevenson Street, Torrens
  16   |   1   |   825     |   840     |     5 Pyke Place, Wanniassa
   3   |   1   |   855     |   870     |     64a Lambrigg Street, Farrer
  14   |   1   |   885     |   900     |     70 Hurley Street, Mawson
   5   |   1   |   915     |   930     |     44/6 Wilkins Street, Mawson

Path for instance 16
 LocId | Prize |  Arrival  |   Leave   |     Location
   9   |   1   |   570     |   585     |     14 Timboram Street, Amaroo
   5   |   1   |585.99     |600.99     |     74 Shoalhaven Avenue, Amaroo
  10   |   1   |602.19     |617.19     |     11 Cooloola Street, Amaroo
  19   |   1   |618.71     |633.71     |     24 Mission Street, Amaroo
  18   |   1   |637.34     |652.34     |     33/6 Gungahlin Place, Gungahlin
   7   |   1   |   660     |   675     |     5 Gang-gang Court, Ngunnawal
   1   |   1   |677.58     |692.58     |     2 Lockhart Place, Amaroo
  14   |   1   |696.88     |711.88     |     Moncrieff
   2   |   1   |715.76     |730.76     |     12 Annan Close, Amaroo
  15   |   1   |   735     |   750     |     3 Miago Court, Ngunnawal
  16   |   1   |   765     |   780     |     7 Braggett Street, Gungahlin
   6   |   1   |   795     |   810     |     24/46 Paul Coe Crescent, Ngunnawal - Whitehaven
   8   |   1   |   825     |   840     |     90 Burdekin Avenue, Amaroo
  20   |   1   |851.29     |866.29     |     27/80 Gozzard Street, Gungahlin
  11   |   1   |   870     |   885     |     69/42 Paul Coe Crescent, Ngunnawal
   3   |   1   |  1020     |  1035     |     3/6 Kudyera Place, Ngunnawal

Path for instance 17
 LocId | Prize |  Arrival  |   Leave   |     Location
  10   |   1   |   570     |   585     |     37/329 Flemington Road, Franklin
  15   |   1   |586.88     |601.88     |     85 Mary Gillespie Avenue, Gungahlin
   7   |   1   |604.01     |619.01     |     60/301 Flemington Road, Franklin
  12   |   1   |627.14     |642.14     |     303 Anthony Rolfe Avenue, Gungahlin
   8   |   1   |   645     |   660     |     18 Hesba Brinsmead Street, Franklin
   1   |   1   |   690     |   705     |     89/11 Wimmera Street, Harrison
  11   |   1   |   720     |   735     |     301 Anthony Rolfe Avenue, Gungahlin
   6   |   1   |737.16     |752.16     |     31/82 Henry Kendall Street, Franklin
  13   |   1   |755.14     |770.14     |     69 Oodgeroo Avenue, Franklin
   2   |   1   |   775     |   790     |     85/148 Flemington Road, Harrison
  16   |   1   |   795     |   810     |     5 Mcclung Street, Gungahlin
   9   |   1   | 838.3     | 853.3     |     47 Tanami Street, Harrison
   4   |   1   |   855     |   870     |     7/42 Adder Street, Harrison

Path for instance 18
 LocId | Prize |  Arrival  |   Leave   |     Location
  20   |   1   |   570     |   585     |     15 Boniwell Street, Higgins
   5   |   1   |587.51     |602.51     |     51 Kriewaldt Circuit, Higgins
  11   |   1   |604.53     |619.53     |     5 Beaurepaire Crescent, Holt
  17   |   1   |621.93     |636.93     |     218 Osburn Drive, Macgregor
   4   |   1   |640.54     |655.54     |     6/1 Wanliss Street, Latham
   1   |   1   |662.81     |677.81     |     16 Real Place, Latham
  13   |   1   |681.01     |696.01     |     10/9 Keith Street, Scullin
  16   |   1   |698.16     |713.16     |     4 Long Place, Scullin
   9   |   1   |716.92     |731.92     |     132 Pennefather Street, Higgins
  12   |   1   |   735     |   750     |     8/2 Adair Street, Scullin , ACT
  19   |   1   |760.64     |775.64     |     7 Eaves Street, Holt
   8   |   1   |   780     |   795     |     4/15 Wanliss Street, Latham
   2   |   1   |   810     |   825     |     17 Paterick Place, Holt
  15   |   1   |   880     |   895     |     8/9 Lidgett Place, Florey

Path for instance 19
 LocId | Prize |  Arrival  |   Leave   |     Location
  12   |   1   |   600     |   615     |     29 Cowdery Place, Monash
   8   |   1   |   660     |   675     |     21 Chauncy Crescent, Richardson
   5   |   1   |678.22     |693.22     |     22 Kiddle Crescent, Richardson
  16   |   1   |   705     |   720     |     29 Swanton Street, Chisholm
   4   |   1   |724.49     |739.49     |     22 Abercorn Crescent, Isabella Plains
   2   |   1   |742.19     |757.19     |     73 Galloway Street, Isabella Plains
  13   |   1   |761.35     |776.35     |     34 Vidal Street, Richardson
  20   |   1   |780.52     |795.52     |     11 Girdlestone Circuit, Calwell
   1   |   1   |   800     |   815     |     6 Wolfingham Place, Isabella Plains
   7   |   1   |   825     |   840     |     17/22 Duggan Street, Calwell
   6   |   1   |   855     |   870     |     23 Casey Crescent, Calwell
  11   |   1   |  1060     |  1075     |     126 Sturdee Crescent, Monash

Path for instance 20
 LocId | Prize |  Arrival  |   Leave   |     Location
  20   |   1   |   510     |   525     |     24 Edkins Street, Downer
  14   |   1   |   540     |   555     |     22a Hawdon Street, Ainslie
   3   |   1   |   585     |   600     |     11/271 Antill Street, Watson
   8   |   1   |   630     |   645     |     28 Harris Street, Hackett
  12   |   1   |   660     |   675     |     4/65 Melba Street, Downer
  16   |   1   |677.27     |692.27     |     10/15-17 Majura Avenue, Dickson
  11   |   1   |   705     |   720     |     242 Duffy Street, Ainslie
   6   |   1   |   735     |   750     |     171 Majura Avenue, Dickson
  13   |   1   |   780     |   795     |     17 Gardiner Street, Downer
  19   |   1   |   810     |   825     |     438 Antill Street, Watson
   4   |   1   |   840     |   855     |     196 Majura Avenue, Ainslie
  17   |   1   |897.79     |912.79     |     4a Rutherford Crescent, Ainslie
  15   |   1   |   915     |   930     |     16 Sherbrooke Street, Ainslie

Path for instance 21
 LocId | Prize |  Arrival  |   Leave   |     Location
  16   |   1   |   540     |   555     |     20 Spofforth Street, Holt
  17   |   1   |   570     |   585     |     63 Osburn Drive, Macgregor
  10   |   1   |590.98     |605.98     |     51 Kriewaldt Circuit, Higgins
   2   |   1   |   608     |   623     |     5 Beaurepaire Crescent, Holt
   9   |   1   | 626.3     | 641.3     |     20 Solomon Crescent, Latham
   1   |   1   |657.77     |672.77     |     34/68 Hardwick Crescent, Holt
   4   |   1   |   675     |   690     |     18/31 Moyes Crescent, Holt
  15   |   1   |695.79     |710.79     |     56 Macfarlane Burnet Avenue, Macgregor
  20   |   1   |   720     |   735     |     132 Pennefather Street, Higgins
   5   |   1   |760.64     |775.64     |     7 Eaves Street, Holt
  11   |   1   |   780     |   795     |     4/15 Wanliss Street, Latham
  12   |   1   |   810     |   825     |     17 Paterick Place, Holt
   7   |   1   |   855     |   870     |     15 Laycock Place, Holt

Path for instance 22
 LocId | Prize |  Arrival  |   Leave   |     Location
   7   |   1   |   540     |   555     |     6/47 Hampton Court, Yarralumla
  15   |   1   | 567.9     | 582.9     |     9 Irwin Street, Yarralumla
  19   |   1   |   585     |   600     |     4 Hamilton Row, Yarralumla
   6   |   1   |   630     |   645     |     44 Macgregor Street, Deakin
   4   |   1   |646.83     |661.83     |     24 Gawler Crescent, Deakin
   5   |   1   |664.21     |679.21     |     33 Newdegate Street, Deakin
   8   |   1   |681.47     |696.47     |     7/47 Hampton Circuit, Yarralumla
   3   |   1   |   705     |   720     |     71 Newdegate Street, Deakin
  11   |   1   |727.29     |742.29     |     17/41 Hampton Circuit, Yarralumla
  18   |   1   |747.27     |762.27     |     25 Barron Street, Deakin
   2   |   1   |   765     |   780     |     221/2 Grose Street, Deakin - The Ambassador
  17   |   1   |792.33     |807.33     |     89 Schlich Street, Yarralumla
  14   |   1   |   810     |   825     |     80 Jervois Street, Deakin
   9   |   1   |   840     |   855     |     6/43 Hampton Circuit, Yarralumla
  20   |   1   |   870     |   885     |     115 Schlich Street, Yarralumla

Path for instance 23
 LocId | Prize |  Arrival  |   Leave   |     Location
  20   |   1   |   570     |   585     |     53/3 London Circuit, Canberra, ACT
   5   |   1   |587.02     |602.02     |     40 Mort Street, Braddon
  16   |   1   |612.97     |627.97     |     38/30 Lonsdale Street, Braddon
  12   |   1   |   630     |   645     |     51-53 Mort Street, Braddon - IQ Smart Apartments
   7   |   1   |646.61     |661.61     |     521/74 Northbourne Avenue, Braddon
   6   |   1   | 670.8     | 685.8     |     403/74 Northbourne Avenue, Braddon
   9   |   1   |687.55     |702.55     |     2/6 Macleay Street, Turner
  19   |   1   |   705     |   720     |     51/45 West Row,Canberra, ACT
  11   |   1   |   735     |   750     |     10 Macleay Street, Turner
   2   |   1   |   755     |   770     |     45/77 Northbourne Avenue, Turner
  18   |   1   |   780     |   795     |     10/29 Forbes Street, Turner - Synergy
  10   |   1   |   810     |   825     |     605/51 Mort Street, Braddon
   1   |   1   |   840     |   855     |     145/77 Northbourne Avenue, Turner - The Avenue
   8   |   1   |   915     |   930     |     705/74 Northbourne Avenue, Braddon
  14   |   1   |   990     |  1005     |     5/17 Macleay Street, Turner, ACT

Path for instance 24
 LocId | Prize |  Arrival  |   Leave   |     Location
  11   |   1   |   570     |   585     |     37/329 Flemington Road, Franklin
  16   |   1   |586.88     |601.88     |     85 Mary Gillespie Avenue, Gungahlin
  17   |   1   |603.25     |618.25     |     8 Cosy Crescent, Harrison
  15   |   1   |627.14     |642.14     |     303 Anthony Rolfe Avenue, Gungahlin
  10   |   1   |   645     |   660     |     18 Hesba Brinsmead Street, Franklin
   4   |   1   |   690     |   705     |     89/11 Wimmera Street, Harrison
   2   |   1   |706.56     |721.56     |     18 Cudgewa Lane, Harrison
   7   |   1   |732.02     |747.02     |     31/82 Henry Kendall Street, Franklin
  12   |   1   |   750     |   765     |     69 Oodgeroo Avenue, Franklin
  13   |   1   |773.44     |788.44     |     5 Fairydale Street, Harrison
  18   |   1   |   795     |   810     |     5 Mcclung Street, Gungahlin
   3   |   1   | 838.3     | 853.3     |     47 Tanami Street, Harrison
   1   |   1   |   855     |   870     |     7/42 Adder Street, Harrison

Path for instance 25
 LocId | Prize |  Arrival  |   Leave   |     Location
  14   |   1   |   600     |   615     |     20/114 Athllon Drive, Greenway
  12   |   1   |617.89     |632.89     |     Limburg Way, Greenway
   7   |   1   |634.14     |649.14     |     Oakden Street, Greenway, ACT
   6   |   1   |649.38     |664.38     |     Cynthea Teague Crescent, Greenway
  16   |   1   |668.32     |683.32     |     23/1 Cowlishaw Street, Greenway
   3   |   1   |685.94     |700.94     |     14/10 Helpmann Street, Bonython
  13   |   1   |704.04     |719.04     |     20 Dashwood Retreat, Bonython
  10   |   1   |723.42     |738.42     |     Anketell Street, Greenway
   9   |   1   |749.39     |764.39     |     6 Eggers Place, Bonython
   8   |   1   |   765     |   780     |     11/70 Hurtle Avenue, Bonython
   4   |   1   |785.79     |800.79     |     9/15 Tenison Woods Circuit, Bonython
